district,crop,year,season,area,yield,avg_temp_c,total_precip_mm,primary_soil_type,mean_ph,mean_n,mean_p,mean_k
balangir,Rice,2011,Summer,4000.0,2.25,30.669918032786885,309.89,,,,,
balangir,Rice,2011,Winter,117000.0,0.4358974358974359,21.226666666666667,44.16,,,,,
balangir,Rice,2012,Autumn,64000.0,2.078125,22.40963114754098,353.59000000000003,,,,,
balangir,Rice,2012,Summer,623000.0,0.0160513643659711,31.92098360655737,316.54,,,,,
balangir,Rice,2012,Winter,130000.0,3.769230769230769,20.69827777777778,12.95,,,,,
baleshwar,Rice,2010,Autumn,1000.0,1.0,24.839713114754097,587.2700000000001,,,,,
baleshwar,Rice,2010,Summer,33000.0,2.6666666666666665,31.87573770491804,364.05,,,,,
baleshwar,Rice,2010,Winter,205000.0,1.697560975609756,20.58188888888889,77.74000000000001,,,,,
baleshwar,Rice,2011,Autumn,1000.0,1.0,24.62684426229508,464.29,,,,,
baleshwar,Rice,2011,Summer,24000.0,3.0,30.242090163934428,532.3100000000001,,,,,
baleshwar,Rice,2011,Winter,211000.0,2.014218009478673,21.46805555555556,84.7,,,,,
baleshwar,Rice,2012,Summer,278000.0,0.3093525179856115,31.408893442622947,318.67,,,,,
baleshwar,Rice,2012,Winter,180000.0,1.5444444444444445,20.80238888888889,33.19,,,,,
bargarh,Rice,2010,Autumn,59000.0,0.7966101694915254,23.885573770491803,251.75,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Rice,2010,Summer,67000.0,4.149253731343284,33.36762295081967,255.49000000000004,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Rice,2010,Winter,177000.0,2.0903954802259888,20.24116666666667,56.09,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Rice,2011,Autumn,53000.0,0.7735849056603774,22.668852459016392,523.33,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Rice,2011,Summer,71000.0,3.746478873239437,31.639467213114752,294.11,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Rice,2011,Winter,182000.0,1.879120879120879,20.143277777777776,55.2,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Rice,2012,Autumn,52000.0,2.019230769230769,22.28311475409836,319.58,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Rice,2012,Summer,687000.0,0.3857350800582241,32.4416393442623,282.2,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Rice,2012,Winter,181000.0,3.2154696132596685,19.572444444444447,23.86,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bhadrak,Rice,2010,Summer,2000.0,2.0,32.493811475409835,378.74,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
bhadrak,Rice,2010,Winter,156000.0,1.8269230769230769,20.982333333333333,82.11000000000001,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
bhadrak,Rice,2011,Summer,6000.0,1.8333333333333333,30.8013524590164,452.41,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
bhadrak,Rice,2011,Winter,168000.0,1.636904761904762,22.30783333333333,68.42,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
bhadrak,Rice,2012,Summer,350000.0,0.0142857142857142,32.131311475409845,309.88000000000005,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
bhadrak,Rice,2012,Winter,164000.0,2.1341463414634148,21.758333333333333,21.53,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
boudh,Rice,2010,Autumn,7000.0,0.7142857142857143,23.690901639344265,370.08,Black Soil,,,,
boudh,Rice,2010,Summer,1000.0,1.0,33.07418032786886,325.90000000000003,Black Soil,,,,
boudh,Rice,2010,Winter,57000.0,1.263157894736842,20.35611111111111,68.98,Black Soil,,,,
boudh,Rice,2011,Autumn,5000.0,0.6,22.975450819672133,452.78,Black Soil,,,,
boudh,Rice,2011,Summer,1000.0,1.0,31.41975409836065,356.41,Black Soil,,,,
boudh,Rice,2011,Winter,59000.0,1.2203389830508475,21.360222222222223,50.99,Black Soil,,,,
boudh,Rice,2012,Autumn,6000.0,1.3333333333333333,22.4930737704918,337.98,Black Soil,,,,
boudh,Rice,2012,Summer,173000.0,0.0173410404624277,32.52909836065574,308.17,Black Soil,,,,
boudh,Rice,2012,Winter,62000.0,2.661290322580645,20.676944444444445,18.9,Black Soil,,,,
cuttack,Rice,2010,Autumn,7000.0,1.0,24.392049180327867,516.55,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
cuttack,Rice,2010,Summer,3000.0,2.333333333333333,32.67782786885246,400.06,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
cuttack,Rice,2010,Winter,126000.0,1.8412698412698407,20.54472222222222,81.96000000000001,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
cuttack,Rice,2011,Autumn,6000.0,0.6666666666666666,23.8755737704918,361.7000000000001,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
cuttack,Rice,2011,Summer,4000.0,2.75,31.07540983606557,409.12,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
cuttack,Rice,2011,Winter,128000.0,1.921875,22.01777777777778,47.08999999999999,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
cuttack,Rice,2012,Autumn,8000.0,2.125,23.322704918032787,339.97,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
cuttack,Rice,2012,Summer,376000.0,0.0159574468085106,32.32327868852459,312.19,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
cuttack,Rice,2012,Winter,120000.0,2.9916666666666667,21.16133333333333,11.64,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
deogarh,Rice,2010,Autumn,19000.0,0.5263157894736842,23.54639344262295,342.98,Mixed Red & Yellow,,,,
deogarh,Rice,2010,Winter,23000.0,0.8695652173913043,20.208166666666667,62.03,Mixed Red & Yellow,,,,
deogarh,Rice,2011,Autumn,14000.0,1.0714285714285714,22.60274590163934,465.69,Mixed Red & Yellow,,,,
deogarh,Rice,2011,Winter,24000.0,1.9166666666666667,20.480666666666668,58.790000000000006,Mixed Red & Yellow,,,,
deogarh,Rice,2012,Autumn,17000.0,2.0588235294117645,22.04454918032787,333.47,Mixed Red & Yellow,,,,
deogarh,Rice,2012,Summer,111000.0,0.063063063063063,31.751516393442618,287.12999999999994,Mixed Red & Yellow,,,,
deogarh,Rice,2012,Winter,26000.0,2.923076923076923,19.90711111111112,24.03,Mixed Red & Yellow,,,,
dhenkanal,Rice,2010,Autumn,9000.0,0.5555555555555556,24.392049180327867,516.55,"Red, Laterite",,,,
dhenkanal,Rice,2010,Winter,83000.0,1.4578313253012047,20.54472222222222,81.96000000000001,"Red, Laterite",,,,
dhenkanal,Rice,2011,Autumn,4000.0,1.25,23.8755737704918,361.7000000000001,"Red, Laterite",,,,
dhenkanal,Rice,2011,Summer,1000.0,3.0,31.07540983606557,409.12,"Red, Laterite",,,,
dhenkanal,Rice,2011,Winter,88000.0,2.102272727272727,22.01777777777778,47.08999999999999,"Red, Laterite",,,,
dhenkanal,Rice,2012,Autumn,4000.0,1.5,23.322704918032787,339.97,"Red, Laterite",,,,
dhenkanal,Rice,2012,Summer,225000.0,0.0088888888888888,32.32327868852459,312.19,"Red, Laterite",,,,
dhenkanal,Rice,2012,Winter,79000.0,2.7721518987341773,21.16133333333333,11.64,"Red, Laterite",,,,
gajapati,Rice,2010,Autumn,1000.0,1.0,24.330204918032788,748.0899999999999,Deltaic Alluvial,,,,
gajapati,Rice,2010,Winter,37000.0,1.972972972972973,21.064666666666668,147.48000000000002,Deltaic Alluvial,,,,
gajapati,Rice,2011,Winter,36000.0,1.0277777777777777,23.69216666666666,39.98,Deltaic Alluvial,,,,
gajapati,Rice,2012,Summer,67000.0,0.0149253731343283,30.403032786885248,317.37,Deltaic Alluvial,,,,
gajapati,Rice,2012,Winter,32000.0,2.09375,22.305666666666667,2.8,Deltaic Alluvial,,,,
ganjam,Rice,2010,Autumn,1000.0,2.0,25.689590163934422,629.56,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Rice,2010,Summer,2000.0,1.0,31.506598360655744,419.87,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Rice,2010,Winter,271000.0,1.5793357933579335,22.27188888888889,119.32,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Rice,2011,Autumn,1000.0,1.0,25.60159836065574,268.36,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Rice,2011,Winter,261000.0,0.5823754789272031,23.87472222222222,39.2,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Rice,2012,Autumn,1000.0,1.0,24.892745901639344,430.44,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Rice,2012,Summer,458000.0,0.0,31.068524590163936,314.91,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Rice,2012,Winter,255000.0,1.792156862745098,23.026055555555555,4.83,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
jagatsinghapur,Rice,2010,Autumn,2000.0,1.5,24.90696721311476,564.0,,,,,
jagatsinghapur,Rice,2010,Summer,1000.0,2.0,32.205204918032784,406.5999999999999,,,,,
jagatsinghapur,Rice,2010,Winter,85000.0,1.5529411764705885,21.224,83.73,,,,,
jagatsinghapur,Rice,2011,Autumn,2000.0,1.0,24.79155737704918,368.0700000000001,,,,,
jagatsinghapur,Rice,2011,Winter,79000.0,2.4430379746835444,22.89338888888889,57.57,,,,,
jagatsinghapur,Rice,2012,Autumn,1000.0,2.0,24.07979508196721,325.21000000000004,,,,,
jagatsinghapur,Rice,2012,Summer,210000.0,0.0095238095238095,31.92483606557377,308.81,,,,,
jagatsinghapur,Rice,2012,Winter,71000.0,2.9295774647887325,21.99222222222222,13.88,,,,,
jajapur,Rice,2010,Autumn,14000.0,0.7142857142857143,24.47258196721312,560.4000000000001,,,,,
jajapur,Rice,2010,Summer,2000.0,1.5,32.493811475409835,378.74,,,,,
jajapur,Rice,2010,Winter,110000.0,1.4545454545454546,20.982333333333333,82.11000000000001,,,,,
jajapur,Rice,2011,Autumn,12000.0,0.3333333333333333,24.343196721311475,413.06,,,,,
jajapur,Rice,2011,Summer,1000.0,3.0,30.8013524590164,452.41,,,,,
jajapur,Rice,2011,Winter,108000.0,1.1666666666666667,22.30783333333333,68.42,,,,,
jajapur,Rice,2012,Autumn,16000.0,0.875,23.811229508196725,324.1,,,,,
jajapur,Rice,2012,Summer,213000.0,0.0187793427230046,32.131311475409845,309.88000000000005,,,,,
jajapur,Rice,2012,Winter,106000.0,1.8773584905660377,21.758333333333333,21.53,,,,,
jharsuguda,Rice,2010,Autumn,22000.0,0.2727272727272727,23.69323770491804,238.51,,,,,
jharsuguda,Rice,2010,Summer,1000.0,1.0,33.00102459016394,235.02,,,,,
jharsuguda,Rice,2010,Winter,30000.0,0.8333333333333334,20.04688888888889,50.45,,,,,
jharsuguda,Rice,2011,Autumn,12000.0,0.5,22.186680327868853,517.09,,,,,
jharsuguda,Rice,2011,Summer,1000.0,1.0,31.347090163934425,313.18,,,,,
jharsuguda,Rice,2011,Winter,26000.0,1.5,19.05311111111111,60.3,,,,,
jharsuguda,Rice,2012,Autumn,13000.0,1.9230769230769231,21.90737704918033,316.35,,,,,
jharsuguda,Rice,2012,Summer,99000.0,0.0101010101010101,31.959139344262297,261.96,,,,,
jharsuguda,Rice,2012,Winter,24000.0,3.083333333333333,18.733111111111107,26.89,,,,,
kalahandi,Rice,2010,Autumn,73000.0,1.5342465753424657,23.0077868852459,504.44,"Red, Black",,,,
kalahandi,Rice,2010,Summer,50000.0,2.58,32.53090163934426,327.49,"Red, Black",,,,
kalahandi,Rice,2010,Winter,153000.0,2.57516339869281,19.40394444444444,74.88,"Red, Black",,,,
kalahandi,Rice,2011,Autumn,56000.0,0.6785714285714286,22.790532786885247,303.78000000000003,"Red, Black",,,,
kalahandi,Rice,2011,Summer,12000.0,2.333333333333333,30.338975409836067,283.52,"Red, Black",,,,
kalahandi,Rice,2011,Winter,146000.0,0.952054794520548,21.74377777777778,39.71000000000001,"Red, Black",,,,
kalahandi,Rice,2012,Autumn,65000.0,1.8,22.35163934426229,369.85,"Red, Black",,,,
kalahandi,Rice,2012,Summer,542000.0,0.2084870848708487,31.657090163934427,309.85,"Red, Black",,,,
kalahandi,Rice,2012,Winter,145000.0,2.931034482758621,20.9975,6.84,"Red, Black",,,,
kandhamal,Rice,2010,Autumn,12000.0,1.0,22.79860655737705,461.69,Brown Forest,,,,
kandhamal,Rice,2010,Summer,1000.0,1.0,31.8844262295082,376.79,Brown Forest,,,,
kandhamal,Rice,2010,Winter,41000.0,1.3902439024390243,19.416722222222223,81.32000000000001,Brown Forest,,,,
kandhamal,Rice,2011,Autumn,5000.0,1.0,22.42766393442623,377.43000000000006,Brown Forest,,,,
kandhamal,Rice,2011,Summer,1000.0,1.0,30.14348360655737,364.74,Brown Forest,,,,
kandhamal,Rice,2011,Winter,32000.0,1.125,21.32172222222222,44.63,Brown Forest,,,,
kandhamal,Rice,2012,Autumn,8000.0,1.125,22.00237704918033,354.21,Brown Forest,,,,
kandhamal,Rice,2012,Summer,71000.0,0.0140845070422535,31.37180327868852,322.97,Brown Forest,,,,
kandhamal,Rice,2012,Winter,35000.0,1.7714285714285714,20.6225,12.81,Brown Forest,,,,
kendrapara,Rice,2010,Autumn,3000.0,1.3333333333333333,24.90696721311476,564.0,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendrapara,Rice,2010,Summer,3000.0,2.0,32.205204918032784,406.5999999999999,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendrapara,Rice,2010,Winter,129000.0,1.2170542635658914,21.224,83.73,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendrapara,Rice,2011,Autumn,2000.0,1.0,24.79155737704918,368.0700000000001,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendrapara,Rice,2011,Summer,3000.0,2.333333333333333,30.71106557377049,429.12,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendrapara,Rice,2011,Winter,130000.0,1.5,22.89338888888889,57.57,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendrapara,Rice,2012,Autumn,2000.0,1.5,24.07979508196721,325.21000000000004,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendrapara,Rice,2012,Summer,259000.0,0.027027027027027,31.92483606557377,308.81,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendrapara,Rice,2012,Winter,138000.0,1.855072463768116,21.99222222222222,13.88,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendujhar,Rice,2010,Autumn,38000.0,0.6052631578947368,23.169590163934423,408.82,,,,,
kendujhar,Rice,2010,Summer,3000.0,2.333333333333333,31.62696721311476,300.29999999999995,,,,,
kendujhar,Rice,2010,Winter,140000.0,1.1571428571428573,19.720888888888886,67.54,,,,,
kendujhar,Rice,2011,Autumn,32000.0,1.15625,22.608319672131145,447.11,,,,,
kendujhar,Rice,2011,Summer,2000.0,2.5,29.931762295081963,423.63000000000005,,,,,
kendujhar,Rice,2011,Winter,138000.0,1.789855072463768,20.455500000000004,64.09,,,,,
kendujhar,Rice,2012,Autumn,24000.0,1.2916666666666667,21.935573770491803,333.31,,,,,
kendujhar,Rice,2012,Summer,277000.0,0.0288808664259927,31.195942622950813,290.11999999999995,,,,,
kendujhar,Rice,2012,Winter,144000.0,1.7083333333333333,19.86244444444445,24.770000000000003,,,,,
khordha,Rice,2010,Summer,1000.0,3.0,31.56995901639344,414.63,"Laterite, Coastal Salt Affected Alluvial",5.38,,12.01,
khordha,Rice,2010,Winter,100000.0,1.66,21.747055555555555,90.89,"Laterite, Coastal Salt Affected Alluvial",5.38,,12.01,
khordha,Rice,2011,Summer,1000.0,2.0,30.26844262295081,396.16,"Laterite, Coastal Salt Affected Alluvial",5.38,,12.01,
khordha,Rice,2011,Winter,96000.0,1.53125,22.99566666666667,41.8,"Laterite, Coastal Salt Affected Alluvial",5.38,,12.01,
khordha,Rice,2012,Summer,202000.0,0.0148514851485148,31.221926229508195,310.41,"Laterite, Coastal Salt Affected Alluvial",5.38,,12.01,
khordha,Rice,2012,Winter,89000.0,2.269662921348315,22.29438888888889,7.24,"Laterite, Coastal Salt Affected Alluvial",5.38,,12.01,
koraput,Rice,2010,Autumn,29000.0,1.206896551724138,21.72061475409836,718.62,Red,,,,
koraput,Rice,2010,Summer,20000.0,2.05,29.83795081967213,435.81,Red,,,,
koraput,Rice,2010,Winter,85000.0,2.047058823529412,18.601166666666664,76.45000000000002,Red,,,,
koraput,Rice,2011,Autumn,24000.0,0.9166666666666666,21.535,296.06999999999994,Red,,,,
koraput,Rice,2011,Summer,13000.0,2.3846153846153846,27.80872950819672,334.23,Red,,,,
koraput,Rice,2011,Winter,81000.0,1.469135802469136,21.105944444444447,31.17,Red,,,,
koraput,Rice,2012,Autumn,23000.0,1.2173913043478262,21.1457786885246,501.0,Red,,,,
koraput,Rice,2012,Summer,208000.0,0.1634615384615384,29.09631147540984,337.47,Red,,,,
koraput,Rice,2012,Winter,80000.0,2.25,20.512055555555555,5.34,Red,,,,
malkangiri,Rice,2010,Autumn,13000.0,1.1538461538461535,23.332295081967214,694.6600000000001,"Red, Black",,,,
malkangiri,Rice,2010,Summer,2000.0,2.0,31.4063524590164,388.91,"Red, Black",,,,
malkangiri,Rice,2010,Winter,83000.0,2.2048192771084336,20.40194444444444,82.82,"Red, Black",,,,
malkangiri,Rice,2011,Autumn,12000.0,0.3333333333333333,23.60127049180328,243.91000000000005,"Red, Black",,,,
malkangiri,Rice,2011,Winter,82000.0,0.5853658536585366,23.595333333333336,22.520000000000003,"Red, Black",,,,
malkangiri,Rice,2012,Autumn,10000.0,0.9,22.8355737704918,512.4000000000001,"Red, Black",,,,
malkangiri,Rice,2012,Summer,178000.0,0.0224719101123595,30.69188524590164,302.22,"Red, Black",,,,
malkangiri,Rice,2012,Winter,85000.0,1.988235294117647,22.47388888888889,12.15,"Red, Black",,,,
mayurbhanj,Rice,2010,Autumn,44000.0,0.3181818181818182,24.00110655737705,510.54,"Red, Laterite",,,,
mayurbhanj,Rice,2010,Summer,3000.0,2.333333333333333,32.52159836065574,320.67,"Red, Laterite",,,,
mayurbhanj,Rice,2010,Winter,237000.0,1.0126582278481011,19.53772222222222,70.04,"Red, Laterite",,,,
mayurbhanj,Rice,2011,Autumn,29000.0,1.3448275862068966,23.49340163934426,460.45,"Red, Laterite",,,,
mayurbhanj,Rice,2011,Summer,4000.0,2.25,30.707295081967214,575.18,"Red, Laterite",,,,
mayurbhanj,Rice,2011,Winter,266000.0,1.9097744360902256,20.074444444444445,86.63,"Red, Laterite",,,,
mayurbhanj,Rice,2012,Autumn,25000.0,1.2,22.747295081967213,337.62,"Red, Laterite",,,,
mayurbhanj,Rice,2012,Summer,490000.0,0.0122448979591836,31.95860655737705,299.07000000000005,"Red, Laterite",,,,
mayurbhanj,Rice,2012,Winter,260000.0,1.7692307692307692,19.20183333333333,35.72,"Red, Laterite",,,,
nabarangpur,Rice,2010,Autumn,35000.0,1.2571428571428571,21.72061475409836,718.62,Red,,,,
nabarangpur,Rice,2010,Summer,3000.0,1.6666666666666667,29.83795081967213,435.81,Red,,,,
nabarangpur,Rice,2010,Winter,109000.0,2.1559633027522938,18.601166666666664,76.45000000000002,Red,,,,
nabarangpur,Rice,2011,Autumn,26000.0,0.5,21.535,296.06999999999994,Red,,,,
nabarangpur,Rice,2011,Winter,114000.0,0.7368421052631579,21.105944444444447,31.17,Red,,,,
nabarangpur,Rice,2012,Autumn,29000.0,1.5172413793103448,21.1457786885246,501.0,Red,,,,
nabarangpur,Rice,2012,Summer,327000.0,0.0061162079510703,29.09631147540984,337.47,Red,,,,
nabarangpur,Rice,2012,Winter,114000.0,2.482456140350877,20.512055555555555,5.34,Red,,,,
nayagarh,Rice,2010,Autumn,2000.0,1.5,24.55139344262296,555.19,"Laterite, Brown Forest",,,,
nayagarh,Rice,2010,Winter,92000.0,1.6630434782608696,20.936333333333337,95.31,"Laterite, Brown Forest",,,,
nayagarh,Rice,2011,Autumn,1000.0,1.0,24.187622950819662,310.02,"Laterite, Brown Forest",,,,
nayagarh,Rice,2011,Winter,85000.0,0.6352941176470588,22.75588888888889,40.32,"Laterite, Brown Forest",,,,
nayagarh,Rice,2012,Autumn,1000.0,1.0,23.5794262295082,373.08,"Laterite, Brown Forest",,,,
nayagarh,Rice,2012,Summer,209000.0,0.0,32.01438524590164,317.7,"Laterite, Brown Forest",,,,
nayagarh,Rice,2012,Winter,95000.0,2.1894736842105265,21.81505555555556,7.460000000000001,"Laterite, Brown Forest",,,,
nuapada,Rice,2010,Autumn,39000.0,1.4615384615384617,22.7282786885246,427.19,"Red, Black",,,,
nuapada,Rice,2010,Summer,5000.0,2.0,33.23090163934426,194.46,"Red, Black",,,,
nuapada,Rice,2010,Winter,61000.0,2.0327868852459017,18.884944444444447,68.44999999999999,"Red, Black",,,,
nuapada,Rice,2011,Autumn,36000.0,0.4722222222222222,22.01290983606557,403.68,"Red, Black",,,,
nuapada,Rice,2011,Summer,4000.0,1.75,30.73938524590164,324.37999999999994,"Red, Black",,,,
nuapada,Rice,2011,Winter,59000.0,0.8813559322033898,19.75188888888889,60.10000000000001,"Red, Black",,,,
nuapada,Rice,2012,Autumn,34000.0,1.5588235294117647,22.159918032786884,280.9,"Red, Black",,,,
nuapada,Rice,2012,Summer,198000.0,0.0404040404040404,31.97848360655737,282.59,"Red, Black",,,,
nuapada,Rice,2012,Winter,61000.0,2.377049180327869,19.869,13.619999999999996,"Red, Black",,,,
puri,Rice,2010,Autumn,1000.0,1.0,25.439631147540982,559.65,"Laterite, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black",5.51,216.0909090909091,20.724545454545453,233.1818181818182
puri,Rice,2010,Summer,33000.0,2.303030303030303,31.56995901639344,414.63,"Laterite, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black",5.51,216.0909090909091,20.724545454545453,233.1818181818182
puri,Rice,2010,Winter,120000.0,1.5166666666666666,21.747055555555555,90.89,"Laterite, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black",5.51,216.0909090909091,20.724545454545453,233.1818181818182
puri,Rice,2011,Summer,30000.0,2.6,30.26844262295081,396.16,"Laterite, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black",5.51,216.0909090909091,20.724545454545453,233.1818181818182
puri,Rice,2011,Winter,120000.0,1.2166666666666666,22.99566666666667,41.8,"Laterite, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black",5.51,216.0909090909091,20.724545454545453,233.1818181818182
puri,Rice,2012,Summer,245000.0,0.4040816326530612,31.221926229508195,310.41,"Laterite, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black",5.51,216.0909090909091,20.724545454545453,233.1818181818182
puri,Rice,2012,Winter,107000.0,2.2803738317757007,22.29438888888889,7.24,"Laterite, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black",5.51,216.0909090909091,20.724545454545453,233.1818181818182
rayagada,Rice,2010,Autumn,8000.0,1.0,21.59073770491803,766.02,"Red, Brown Forest",,,,
rayagada,Rice,2010,Summer,3000.0,2.0,29.981024590163933,434.8,"Red, Brown Forest",,,,
rayagada,Rice,2010,Winter,49000.0,2.2857142857142856,18.45461111111111,113.26,"Red, Brown Forest",,,,
rayagada,Rice,2011,Autumn,6000.0,0.8333333333333334,22.066188524590164,241.14,"Red, Brown Forest",,,,
rayagada,Rice,2011,Summer,1000.0,2.0,27.89946721311475,283.48,"Red, Brown Forest",,,,
rayagada,Rice,2011,Winter,52000.0,1.2884615384615383,21.75633333333333,37.38,"Red, Brown Forest",,,,
rayagada,Rice,2012,Autumn,7000.0,1.0,21.04446721311476,543.03,"Red, Brown Forest",,,,
rayagada,Rice,2012,Summer,115000.0,0.0260869565217391,29.2333606557377,314.08,"Red, Brown Forest",,,,
rayagada,Rice,2012,Winter,48000.0,2.25,20.325000000000003,3.619999999999999,"Red, Brown Forest",,,,
sambalpur,Rice,2010,Autumn,43000.0,0.3953488372093023,23.885573770491803,251.75,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sambalpur,Rice,2010,Summer,23000.0,3.608695652173913,33.36762295081967,255.49000000000004,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sambalpur,Rice,2010,Winter,87000.0,1.4022988505747127,20.24116666666667,56.09,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sambalpur,Rice,2011,Autumn,36000.0,0.8611111111111112,22.668852459016392,523.33,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sambalpur,Rice,2011,Summer,18000.0,3.8333333333333335,31.639467213114752,294.11,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sambalpur,Rice,2011,Winter,83000.0,1.7349397590361446,20.143277777777776,55.2,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sambalpur,Rice,2012,Autumn,39000.0,2.025641025641025,22.28311475409836,319.58,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sambalpur,Rice,2012,Summer,345000.0,0.2057971014492753,32.4416393442623,282.2,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sambalpur,Rice,2012,Winter,81000.0,3.2839506172839505,19.572444444444447,23.86,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sonepur,Rice,2010,Autumn,14000.0,0.8571428571428571,23.874877049180323,315.5,"Black, Mixed Red & Black",,,,
sonepur,Rice,2010,Summer,27000.0,3.3703703703703702,33.70139344262295,284.9,"Black, Mixed Red & Black",,,,
sonepur,Rice,2010,Winter,87000.0,2.35632183908046,20.22527777777778,64.54,"Black, Mixed Red & Black",,,,
sonepur,Rice,2011,Autumn,16000.0,0.4375,23.054098360655736,485.4,"Black, Mixed Red & Black",,,,
sonepur,Rice,2011,Summer,31000.0,4.32258064516129,31.82709016393443,302.08000000000004,"Black, Mixed Red & Black",,,,
sonepur,Rice,2011,Winter,85000.0,1.7058823529411764,21.10905555555556,49.89,"Black, Mixed Red & Black",,,,
sonepur,Rice,2012,Autumn,14000.0,2.571428571428572,22.72131147540984,328.81000000000006,"Black, Mixed Red & Black",,,,
sonepur,Rice,2012,Summer,448000.0,0.2522321428571428,32.88885245901639,298.26,"Black, Mixed Red & Black",,,,
sonepur,Rice,2012,Winter,88000.0,4.681818181818182,20.555722222222222,18.82,"Black, Mixed Red & Black",,,,
sundargarh,Rice,2010,Autumn,93000.0,0.3225806451612903,23.69323770491804,238.51,Mixed Red & Yellow,,,,
sundargarh,Rice,2010,Summer,1000.0,0.0,33.00102459016394,235.02,Mixed Red & Yellow,,,,
