State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield,Avg_Temp,Total_Precipitation,Crop_Category,Nitrogen,Potassium,Phosphorous
Odisha,BOUDH,Moong(Green Gram),2012-13,Winter,2111.0,Hectare,521.4,Tonnes,0.246991946944576,20.676944444444445,18.9,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Moong(Green Gram),2010-11,Summer,35380.0,Hectare,13975.1,Tonnes,0.395,32.67782786885246,400.06,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Moong(Green Gram),2010-11,Winter,1294.0,Hectare,410.2,Tonnes,0.3170015455950541,20.54472222222222,81.96000000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Moong(Green Gram),2011-12,Summer,35003.0,Hectare,12321.1,Tonnes,0.3520012570351112,31.07540983606557,409.12,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Moong(Green Gram),2011-12,Winter,1156.0,Hectare,323.7,Tonnes,0.2800173010380622,22.01777777777778,47.08999999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Moong(Green Gram),2012-13,Summer,33642.0,Hectare,11808.3,Tonnes,0.3509987515605492,32.32327868852459,312.19,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Moong(Green Gram),2012-13,Winter,3238.0,Hectare,1088.0,Tonnes,0.3360098826436071,21.16133333333333,11.64,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Moong(Green Gram),2010-11,Autumn,916.0,Hectare,241.8,Tonnes,0.2639737991266375,23.54639344262295,342.98,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Moong(Green Gram),2010-11,Summer,423.0,Hectare,135.8,Tonnes,0.3210401891252955,32.294836065573776,284.05,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Moong(Green Gram),2010-11,Winter,368.0,Hectare,101.6,Tonnes,0.2760869565217391,20.208166666666667,62.03,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Moong(Green Gram),2011-12,Autumn,514.0,Hectare,84.3,Tonnes,0.1640077821011673,22.60274590163934,465.69,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Moong(Green Gram),2011-12,Summer,108.0,Hectare,27.2,Tonnes,0.2518518518518518,30.604262295081966,381.63,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Moong(Green Gram),2011-12,Winter,340.0,Hectare,79.2,Tonnes,0.2329411764705882,20.480666666666668,58.790000000000006,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Moong(Green Gram),2012-13,Autumn,450.0,Hectare,101.3,Tonnes,0.2251111111111111,22.04454918032787,333.47,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Moong(Green Gram),2012-13,Summer,91.0,Hectare,36.4,Tonnes,0.4,31.751516393442618,287.12999999999994,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Moong(Green Gram),2012-13,Winter,571.0,Hectare,190.7,Tonnes,0.3339754816112084,19.907111111111117,24.03,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Moong(Green Gram),2010-11,Autumn,58.0,Hectare,9.2,Tonnes,0.1586206896551724,24.392049180327867,516.55,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Moong(Green Gram),2010-11,Summer,1924.0,Hectare,558.0,Tonnes,0.29002079002079,32.67782786885246,400.06,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Moong(Green Gram),2010-11,Winter,770.0,Hectare,244.9,Tonnes,0.3180519480519481,20.54472222222222,81.96000000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Moong(Green Gram),2011-12,Autumn,39.0,Hectare,6.6,Tonnes,0.1692307692307692,23.8755737704918,361.7000000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Moong(Green Gram),2011-12,Summer,776.0,Hectare,260.7,Tonnes,0.3359536082474226,31.07540983606557,409.12,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Moong(Green Gram),2011-12,Winter,351.0,Hectare,99.3,Tonnes,0.2829059829059829,22.01777777777778,47.08999999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Moong(Green Gram),2012-13,Autumn,20.0,Hectare,2.4,Tonnes,0.12,23.322704918032787,339.97,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Moong(Green Gram),2012-13,Summer,1163.0,Hectare,466.4,Tonnes,0.4010318142734307,32.32327868852459,312.19,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Moong(Green Gram),2012-13,Winter,601.0,Hectare,232.6,Tonnes,0.3870216306156406,21.16133333333333,11.64,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GAJAPATI,Moong(Green Gram),2010-11,Autumn,2.0,Hectare,0.4,Tonnes,0.2,24.330204918032788,748.0899999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GAJAPATI,Moong(Green Gram),2010-11,Summer,50.0,Hectare,7.8,Tonnes,0.156,30.905204918032787,416.66,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GAJAPATI,Moong(Green Gram),2010-11,Winter,911.0,Hectare,144.8,Tonnes,0.1589462129527991,21.064666666666668,147.48000000000002,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GAJAPATI,Moong(Green Gram),2011-12,Winter,591.0,Hectare,147.8,Tonnes,0.2500846023688663,23.69216666666666,39.98,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GAJAPATI,Moong(Green Gram),2012-13,Summer,34.0,Hectare,8.5,Tonnes,0.25,30.403032786885248,317.37,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GAJAPATI,Moong(Green Gram),2012-13,Winter,1269.0,Hectare,346.4,Tonnes,0.2729708431836091,22.305666666666667,2.8,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Moong(Green Gram),2010-11,Autumn,6.0,Hectare,0.9,Tonnes,0.15,25.689590163934422,629.56,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Moong(Green Gram),2010-11,Summer,185.0,Hectare,50.0,Tonnes,0.2702702702702703,31.506598360655744,419.87,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Moong(Green Gram),2010-11,Winter,45127.0,Hectare,9566.9,Tonnes,0.2119994681676158,22.27188888888889,119.32,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Moong(Green Gram),2011-12,Summer,40.0,Hectare,11.4,Tonnes,0.285,30.214016393442627,337.05,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Moong(Green Gram),2011-12,Winter,22349.0,Hectare,4693.3,Tonnes,0.210000447447313,23.87472222222222,39.2,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Moong(Green Gram),2012-13,Autumn,1.0,Hectare,0.2,Tonnes,0.2,24.892745901639344,430.44,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Moong(Green Gram),2012-13,Summer,2.0,Hectare,0.5,Tonnes,0.25,31.068524590163936,314.91,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Moong(Green Gram),2012-13,Winter,44027.0,Hectare,9774.0,Tonnes,0.22200013628001,23.026055555555555,4.83,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAGATSINGHAPUR,Moong(Green Gram),2010-11,Summer,39925.0,Hectare,15970.0,Tonnes,0.4,32.205204918032784,406.5999999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAGATSINGHAPUR,Moong(Green Gram),2011-12,Summer,33814.0,Hectare,13390.3,Tonnes,0.3959986987638256,30.71106557377049,429.12,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAGATSINGHAPUR,Moong(Green Gram),2011-12,Winter,6.0,Hectare,4.6,Tonnes,0.7666666666666666,22.89338888888889,57.57,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAGATSINGHAPUR,Moong(Green Gram),2012-13,Summer,34652.0,Hectare,13445.0,Tonnes,0.3880006926007157,31.92483606557377,308.81,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAJAPUR,Moong(Green Gram),2010-11,Summer,10723.0,Hectare,2830.9,Tonnes,0.2640026112095496,32.493811475409835,378.74,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAJAPUR,Moong(Green Gram),2010-11,Winter,19.0,Hectare,2.6,Tonnes,0.1368421052631579,20.982333333333333,82.11000000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAJAPUR,Moong(Green Gram),2011-12,Summer,10297.0,Hectare,2430.1,Tonnes,0.236000776925318,30.801352459016396,452.41,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAJAPUR,Moong(Green Gram),2011-12,Winter,6.0,Hectare,1.0,Tonnes,0.1666666666666666,22.30783333333333,68.42,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAJAPUR,Moong(Green Gram),2012-13,Summer,10251.0,Hectare,2511.5,Tonnes,0.2450004877572919,32.131311475409845,309.88000000000005,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAJAPUR,Moong(Green Gram),2012-13,Winter,8.0,Hectare,3.5,Tonnes,0.4375,21.758333333333333,21.53,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JHARSUGUDA,Moong(Green Gram),2010-11,Summer,499.0,Hectare,119.8,Tonnes,0.2400801603206412,33.00102459016394,235.02,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JHARSUGUDA,Moong(Green Gram),2010-11,Winter,27.0,Hectare,3.7,Tonnes,0.137037037037037,20.04688888888889,50.45,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JHARSUGUDA,Moong(Green Gram),2011-12,Summer,83.0,Hectare,24.5,Tonnes,0.2951807228915662,31.347090163934425,313.18,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JHARSUGUDA,Moong(Green Gram),2012-13,Autumn,17.0,Hectare,1.8,Tonnes,0.1058823529411764,21.90737704918033,316.35,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JHARSUGUDA,Moong(Green Gram),2012-13,Summer,374.0,Hectare,148.1,Tonnes,0.3959893048128342,31.959139344262297,261.96,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Moong(Green Gram),2010-11,Autumn,13.0,Hectare,2.2,Tonnes,0.1692307692307692,23.0077868852459,504.44,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Moong(Green Gram),2010-11,Summer,7718.0,Hectare,1914.1,Tonnes,0.2480046644208344,32.53090163934426,327.49,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Moong(Green Gram),2010-11,Winter,4334.0,Hectare,1105.2,Tonnes,0.2550069220119981,19.40394444444444,74.88,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Moong(Green Gram),2011-12,Autumn,8.0,Hectare,1.5,Tonnes,0.1875,22.790532786885247,303.78000000000003,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Moong(Green Gram),2011-12,Summer,3177.0,Hectare,787.9,Tonnes,0.2480012590494177,30.338975409836067,283.52,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Moong(Green Gram),2011-12,Winter,3231.0,Hectare,633.3,Tonnes,0.1960074280408542,21.74377777777778,39.71000000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Moong(Green Gram),2012-13,Summer,6078.0,Hectare,2413.0,Tonnes,0.3970055939453767,31.657090163934427,309.85,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Moong(Green Gram),2012-13,Winter,9182.0,Hectare,2598.5,Tonnes,0.2829993465475931,20.9975,6.84,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KANDHAMAL,Moong(Green Gram),2010-11,Autumn,26.0,Hectare,4.2,Tonnes,0.1615384615384615,22.79860655737705,461.69,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KANDHAMAL,Moong(Green Gram),2010-11,Winter,66.0,Hectare,8.4,Tonnes,0.1272727272727273,19.416722222222223,81.32000000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KANDHAMAL,Moong(Green Gram),2011-12,Autumn,5.0,Hectare,0.9,Tonnes,0.18,22.42766393442623,377.43000000000006,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KANDHAMAL,Moong(Green Gram),2011-12,Winter,15.0,Hectare,3.0,Tonnes,0.2,21.32172222222222,44.63,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KANDHAMAL,Moong(Green Gram),2012-13,Autumn,1.0,Hectare,0.3,Tonnes,0.3,22.00237704918033,354.21,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KANDHAMAL,Moong(Green Gram),2012-13,Winter,69.0,Hectare,13.0,Tonnes,0.1884057971014492,20.6225,12.81,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDRAPARA,Moong(Green Gram),2010-11,Summer,22895.0,Hectare,7005.9,Tonnes,0.3060013103297663,32.205204918032784,406.5999999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDRAPARA,Moong(Green Gram),2011-12,Summer,23429.0,Hectare,7333.3,Tonnes,0.3130009816893593,30.71106557377049,429.12,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDRAPARA,Moong(Green Gram),2011-12,Winter,1.0,Hectare,0.6,Tonnes,0.6,22.89338888888889,57.57,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDRAPARA,Moong(Green Gram),2012-13,Summer,23214.0,Hectare,7753.5,Tonnes,0.3340010338588782,31.92483606557377,308.81,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Moong(Green Gram),2010-11,Summer,276.0,Hectare,71.2,Tonnes,0.2579710144927536,31.626967213114757,300.29999999999995,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Moong(Green Gram),2010-11,Winter,520.0,Hectare,129.5,Tonnes,0.2490384615384615,19.720888888888886,67.54,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Moong(Green Gram),2011-12,Summer,129.0,Hectare,37.9,Tonnes,0.2937984496124031,29.931762295081963,423.63000000000005,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Moong(Green Gram),2011-12,Winter,80.0,Hectare,20.0,Tonnes,0.25,20.455500000000004,64.09,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Moong(Green Gram),2012-13,Summer,462.0,Hectare,134.0,Tonnes,0.29004329004329,31.195942622950813,290.11999999999995,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Moong(Green Gram),2012-13,Winter,208.0,Hectare,62.2,Tonnes,0.2990384615384615,19.86244444444445,24.770000000000003,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Moong(Green Gram),2010-11,Summer,12631.0,Hectare,2816.7,Tonnes,0.222998970786161,31.56995901639344,414.63,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Moong(Green Gram),2010-11,Winter,654.0,Hectare,140.0,Tonnes,0.2140672782874617,21.747055555555555,90.89,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Moong(Green Gram),2011-12,Summer,9031.0,Hectare,2041.0,Tonnes,0.2259993356217473,30.26844262295081,396.16,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Moong(Green Gram),2011-12,Winter,135.0,Hectare,29.6,Tonnes,0.2192592592592592,22.99566666666667,41.8,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Moong(Green Gram),2012-13,Summer,14008.0,Hectare,3109.8,Tonnes,0.2220017133066819,31.221926229508195,310.41,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Moong(Green Gram),2012-13,Winter,18.0,Hectare,5.2,Tonnes,0.2888888888888889,22.29438888888889,7.24,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KORAPUT,Moong(Green Gram),2010-11,Summer,71.0,Hectare,22.6,Tonnes,0.3183098591549296,29.83795081967213,435.81,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KORAPUT,Moong(Green Gram),2010-11,Winter,46.0,Hectare,21.5,Tonnes,0.4673913043478261,18.601166666666664,76.45000000000002,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KORAPUT,Moong(Green Gram),2011-12,Summer,96.0,Hectare,46.2,Tonnes,0.48125,27.80872950819672,334.23,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KORAPUT,Moong(Green Gram),2011-12,Winter,28.0,Hectare,9.4,Tonnes,0.3357142857142857,21.105944444444447,31.17,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KORAPUT,Moong(Green Gram),2012-13,Summer,466.0,Hectare,322.5,Tonnes,0.6920600858369099,29.09631147540984,337.47,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KORAPUT,Moong(Green Gram),2012-13,Winter,40.0,Hectare,18.6,Tonnes,0.465,20.512055555555555,5.34,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MALKANGIRI,Moong(Green Gram),2010-11,Summer,192.0,Hectare,26.9,Tonnes,0.1401041666666666,31.4063524590164,388.91,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MALKANGIRI,Moong(Green Gram),2010-11,Winter,158.0,Hectare,35.7,Tonnes,0.2259493670886076,20.40194444444444,82.82,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MALKANGIRI,Moong(Green Gram),2011-12,Summer,252.0,Hectare,75.3,Tonnes,0.2988095238095238,29.601516393442623,311.3,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MALKANGIRI,Moong(Green Gram),2011-12,Winter,113.0,Hectare,13.6,Tonnes,0.1203539823008849,23.595333333333336,22.520000000000003,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MALKANGIRI,Moong(Green Gram),2012-13,Summer,6.0,Hectare,1.2,Tonnes,0.2,30.69188524590164,302.22,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MALKANGIRI,Moong(Green Gram),2012-13,Winter,100.0,Hectare,21.8,Tonnes,0.218,22.47388888888889,12.15,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MAYURBHANJ,Moong(Green Gram),2010-11,Autumn,3.0,Hectare,0.3,Tonnes,0.1,24.00110655737705,510.54,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MAYURBHANJ,Moong(Green Gram),2010-11,Summer,1742.0,Hectare,653.3,Tonnes,0.3750287026406429,32.52159836065574,320.67,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MAYURBHANJ,Moong(Green Gram),2010-11,Winter,251.0,Hectare,66.8,Tonnes,0.2661354581673306,19.53772222222222,70.04,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MAYURBHANJ,Moong(Green Gram),2011-12,Autumn,8.0,Hectare,2.0,Tonnes,0.25,23.49340163934426,460.45,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MAYURBHANJ,Moong(Green Gram),2011-12,Summer,1521.0,Hectare,724.0,Tonnes,0.4760026298487837,30.707295081967214,575.18,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MAYURBHANJ,Moong(Green Gram),2011-12,Winter,110.0,Hectare,43.8,Tonnes,0.3981818181818181,20.074444444444445,86.63,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MAYURBHANJ,Moong(Green Gram),2012-13,Autumn,8.0,Hectare,2.0,Tonnes,0.25,22.747295081967213,337.62,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MAYURBHANJ,Moong(Green Gram),2012-13,Summer,877.0,Hectare,394.7,Tonnes,0.4500570125427593,31.95860655737705,299.07000000000005,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MAYURBHANJ,Moong(Green Gram),2012-13,Winter,74.0,Hectare,36.2,Tonnes,0.4891891891891892,19.20183333333333,35.72,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NABARANGPUR,Moong(Green Gram),2010-11,Summer,420.0,Hectare,73.1,Tonnes,0.174047619047619,29.83795081967213,435.81,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NABARANGPUR,Moong(Green Gram),2011-12,Summer,169.0,Hectare,30.9,Tonnes,0.1828402366863905,27.80872950819672,334.23,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NABARANGPUR,Moong(Green Gram),2012-13,Summer,128.0,Hectare,46.5,Tonnes,0.36328125,29.09631147540984,337.47,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NAYAGARH,Moong(Green Gram),2010-11,Summer,13915.0,Hectare,2629.9,Tonnes,0.18899748472871,32.50147540983607,408.65,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NAYAGARH,Moong(Green Gram),2010-11,Winter,11320.0,Hectare,2603.6,Tonnes,0.23,20.936333333333337,95.31,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NAYAGARH,Moong(Green Gram),2011-12,Summer,2650.0,Hectare,230.6,Tonnes,0.0870188679245283,30.84430327868852,371.24,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NAYAGARH,Moong(Green Gram),2011-12,Winter,5295.0,Hectare,963.7,Tonnes,0.1820018885741265,22.75588888888889,40.32,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NAYAGARH,Moong(Green Gram),2012-13,Summer,8.0,Hectare,2.5,Tonnes,0.3125,32.01438524590164,317.7,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NAYAGARH,Moong(Green Gram),2012-13,Winter,26575.0,Hectare,8291.4,Tonnes,0.312,21.81505555555556,7.460000000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NUAPADA,Moong(Green Gram),2010-11,Autumn,746.0,Hectare,133.5,Tonnes,0.1789544235924933,22.728278688524597,427.19,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NUAPADA,Moong(Green Gram),2010-11,Summer,2566.0,Hectare,613.3,Tonnes,0.2390101325019485,33.23090163934426,194.46,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NUAPADA,Moong(Green Gram),2010-11,Winter,443.0,Hectare,123.2,Tonnes,0.2781038374717833,18.884944444444447,68.44999999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NUAPADA,Moong(Green Gram),2011-12,Autumn,788.0,Hectare,82.7,Tonnes,0.1049492385786802,22.01290983606557,403.68,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NUAPADA,Moong(Green Gram),2011-12,Summer,2500.0,Hectare,502.5,Tonnes,0.201,30.73938524590164,324.37999999999994,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NUAPADA,Moong(Green Gram),2011-12,Winter,649.0,Hectare,147.3,Tonnes,0.2269645608628659,19.75188888888889,60.10000000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NUAPADA,Moong(Green Gram),2012-13,Autumn,868.0,Hectare,122.4,Tonnes,0.1410138248847926,22.159918032786884,280.9,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NUAPADA,Moong(Green Gram),2012-13,Summer,2642.0,Hectare,702.8,Tonnes,0.266010598031794,31.97848360655737,282.59,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NUAPADA,Moong(Green Gram),2012-13,Winter,415.0,Hectare,113.3,Tonnes,0.2730120481927711,19.869,13.619999999999996,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,PURI,Moong(Green Gram),2010-11,Summer,17811.0,Hectare,6857.2,Tonnes,0.384998034922239,31.56995901639344,414.63,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,PURI,Moong(Green Gram),2010-11,Winter,1.0,Hectare,0.6,Tonnes,0.6,21.747055555555555,90.89,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,PURI,Moong(Green Gram),2011-12,Summer,13195.0,Hectare,3839.7,Tonnes,0.2909965896172792,30.26844262295081,396.16,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,PURI,Moong(Green Gram),2011-12,Winter,16.0,Hectare,8.7,Tonnes,0.54375,22.99566666666667,41.8,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,PURI,Moong(Green Gram),2012-13,Summer,21490.0,Hectare,7134.7,Tonnes,0.3320009306654258,31.221926229508195,310.41,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,RAYAGADA,Moong(Green Gram),2010-11,Autumn,1.0,Hectare,0.2,Tonnes,0.2,21.59073770491803,766.02,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,RAYAGADA,Moong(Green Gram),2010-11,Summer,90.0,Hectare,26.6,Tonnes,0.2955555555555555,29.981024590163933,434.8,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,RAYAGADA,Moong(Green Gram),2010-11,Winter,269.0,Hectare,61.1,Tonnes,0.2271375464684014,18.45461111111111,113.26,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,RAYAGADA,Moong(Green Gram),2011-12,Summer,14.0,Hectare,2.1,Tonnes,0.15,27.89946721311475,283.48,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,RAYAGADA,Moong(Green Gram),2011-12,Winter,31.0,Hectare,6.6,Tonnes,0.2129032258064516,21.75633333333333,37.38,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,RAYAGADA,Moong(Green Gram),2012-13,Winter,73.0,Hectare,19.4,Tonnes,0.2657534246575342,20.325000000000003,3.619999999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,SAMBALPUR,Moong(Green Gram),2010-11,Autumn,106.0,Hectare,29.8,Tonnes,0.2811320754716981,23.885573770491803,251.75,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,SAMBALPUR,Moong(Green Gram),2010-11,Summer,135.0,Hectare,53.7,Tonnes,0.3977777777777778,33.36762295081967,255.49000000000004,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,SAMBALPUR,Moong(Green Gram),2010-11,Winter,171.0,Hectare,37.6,Tonnes,0.2198830409356725,20.24116666666667,56.09,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,SAMBALPUR,Moong(Green Gram),2011-12,Autumn,109.0,Hectare,30.6,Tonnes,0.2807339449541284,22.668852459016392,523.33,pulses,18.08653846153846,3.927197802197802,18.906593406593405
